date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2011-01-24,-1,-7,0.7,3.5,1,1,62,No moonrise,10:31 AM,08:10 AM,05:55 PM,-6,-11,-5,-11,28,96,93,0.8,1019,-1,8,204,21
2011-01-25,-1,-6,0.0,5.3,1,1,55,12:14 AM,11:02 AM,08:09 AM,05:57 PM,-5,-8,-4,-8,16,73,92,0.1,1020,-1,9,219,11
2011-01-26,-3,-8,0.0,7.0,2,2,48,01:27 AM,11:37 AM,08:09 AM,05:58 PM,-6,-9,-4,-9,19,56,91,0.0,1018,-3,10,300,13
2011-01-27,-3,-8,0.8,3.6,1,1,40,02:37 AM,12:16 PM,08:08 AM,05:59 PM,-6,-12,-5,-12,24,87,92,0.9,1013,-3,8,248,18
2011-01-28,-1,-5,0.0,9.9,1,1,33,03:45 AM,01:02 PM,08:07 AM,06:00 PM,-5,-8,-3,-8,22,64,88,0.0,1013,-1,10,267,15
2011-01-29,1,-2,0.2,5.0,1,1,26,04:46 AM,01:55 PM,08:06 AM,06:02 PM,-2,-5,-0,-5,24,88,90,0.4,1013,1,9,283,16
2011-01-30,-1,-3,0.0,5.0,1,1,19,05:39 AM,02:53 PM,08:05 AM,06:03 PM,-4,-7,-2,-7,24,80,84,0.1,1026,-1,10,72,16
2011-01-31,-4,-6,0.0,6.7,1,1,15,06:24 AM,03:55 PM,08:04 AM,06:04 PM,-7,-13,-5,-13,34,75,87,1.2,1028,-4,7,85,25
2011-02-01,-4,-7,0.0,5.0,1,1,0,07:02 AM,04:59 PM,08:03 AM,06:05 PM,-7,-15,-5,-15,53,100,92,8.9,1020,-4,5,64,41
2011-02-02,-4,-9,0.0,5.0,1,1,0,07:34 AM,06:01 PM,08:02 AM,06:07 PM,-6,-15,-5,-15,55,90,92,4.4,1019,-4,6,173,42
2011-02-03,-9,-16,0.0,10.1,2,2,0,08:01 AM,07:03 PM,08:01 AM,06:08 PM,-13,-21,-12,-21,37,5,92,0.0,1033,-9,10,244,23
2011-02-04,-5,-12,0.0,10.1,2,2,3,08:26 AM,08:03 PM,08:00 AM,06:09 PM,-10,-17,-8,-17,43,0,88,0.0,1021,-5,10,219,27
2011-02-05,-3,-10,0.0,8.4,2,2,11,08:49 AM,09:03 PM,07:59 AM,06:11 PM,-7,-12,-6,-12,25,47,91,0.0,1008,-3,10,234,15
2011-02-06,-1,-3,0.9,5.3,1,1,18,09:12 AM,10:02 PM,07:58 AM,06:12 PM,-3,-6,-2,-6,17,98,93,1.0,1013,-1,7,234,11
2011-02-07,-1,-5,0.5,6.9,2,2,26,09:35 AM,11:01 PM,07:57 AM,06:13 PM,-4,-8,-3,-8,24,73,89,0.6,1017,-1,9,215,16
2011-02-08,-8,-16,0.0,10.0,2,2,33,09:59 AM,No moonset,07:56 AM,06:14 PM,-12,-19,-11,-19,29,48,94,0.6,1027,-8,7,301,19
2011-02-09,-12,-16,0.0,10.6,2,2,41,10:26 AM,12:01 AM,07:54 AM,06:16 PM,-14,-23,-14,-23,33,53,97,0.0,1027,-12,10,267,22
2011-02-10,-8,-19,0.0,10.0,1,1,48,10:58 AM,01:02 AM,07:53 AM,06:17 PM,-14,-22,-13,-22,34,54,96,0.1,1022,-8,9,237,22
2011-02-11,-2,-10,0.1,5.3,1,1,56,11:36 AM,02:03 AM,07:52 AM,06:18 PM,-7,-13,-6,-13,31,95,95,0.1,1016,-2,8,230,22
2011-02-12,2,-2,0.0,6.9,2,2,64,12:21 PM,03:04 AM,07:51 AM,06:19 PM,-1,-6,-0,-6,39,59,93,0.0,1017,2,10,244,24
2011-02-13,4,1,0.0,5.4,1,1,71,01:16 PM,04:01 AM,07:49 AM,06:21 PM,2,-4,2,-4,60,76,98,0.4,1007,4,9,224,31
2011-02-14,3,0,0.0,10.0,1,1,79,02:19 PM,04:54 AM,07:48 AM,06:22 PM,1,-3,2,-3,42,52,95,0.0,1016,3,10,248,23
2011-02-15,2,-3,0.0,8.5,2,2,86,03:30 PM,05:42 AM,07:47 AM,06:23 PM,-1,-5,0,-5,39,45,91,0.2,1025,2,9,159,23
2011-02-16,4,1,0.0,5.4,1,1,94,04:45 PM,06:22 AM,07:45 AM,06:24 PM,3,-1,3,-1,39,86,99,1.1,1015,4,6,193,19
2011-02-17,10,6,0.0,5.4,2,2,100,06:02 PM,06:58 AM,07:44 AM,06:26 PM,8,4,8,4,64,96,100,1.4,1006,10,7,189,30
2011-02-18,8,2,0.0,10.8,2,2,100,07:20 PM,07:31 AM,07:43 AM,06:27 PM,2,-0,5,-0,49,19,84,0.0,1017,8,10,271,27
2011-02-19,-0,-2,0.0,10.9,2,2,84,08:37 PM,08:01 AM,07:41 AM,06:28 PM,-6,-6,-1,-6,23,17,73,0.0,1029,-0,10,148,16
2011-02-20,2,-1,0.0,5.4,1,1,76,09:55 PM,08:31 AM,07:40 AM,06:29 PM,-1,-5,0,-5,36,70,92,13.5,1015,2,9,112,22
2011-02-21,1,-3,0.0,5.5,1,1,69,11:11 PM,09:02 AM,07:38 AM,06:31 PM,-2,-7,-1,-7,35,100,92,2.6,1010,1,4,73,25
2011-02-22,-4,-5,0.2,5.5,1,1,61,No moonrise,09:37 AM,07:37 AM,06:32 PM,-6,-9,-4,-9,19,86,87,0.2,1022,-4,9,92,14
2011-02-23,0,-5,0.0,8.5,2,2,53,12:25 AM,10:16 AM,07:35 AM,06:33 PM,-4,-7,-2,-7,21,50,90,0.8,1023,0,10,157,14
2011-02-24,2,-0,0.0,10.1,2,2,46,01:36 AM,11:01 AM,07:34 AM,06:34 PM,-1,-5,0,-5,28,61,91,0.0,1018,2,9,113,18
2011-02-25,1,-1,0.4,5.5,1,1,38,02:40 AM,11:52 AM,07:32 AM,06:36 PM,-2,-6,-1,-6,29,93,88,3.1,1019,1,8,136,20
2011-02-26,-0,-3,1.4,5.5,1,1,31,03:36 AM,12:49 PM,07:31 AM,06:37 PM,-2,-5,-1,-5,19,97,94,1.7,1017,-0,5,228,13
2011-02-27,-0,-4,0.0,8.6,1,1,23,04:23 AM,01:50 PM,07:29 AM,06:38 PM,-5,-7,-2,-7,33,61,80,0.6,1019,-0,8,259,21
2011-02-28,-0,-2,0.0,10.1,2,2,16,05:03 AM,02:52 PM,07:28 AM,06:39 PM,-3,-6,-1,-6,28,50,87,2.7,1016,-0,9,270,20
2011-03-01,4,-3,0.0,11.1,2,2,15,05:37 AM,03:54 PM,07:26 AM,06:40 PM,-3,-4,0,-4,32,19,80,0.0,1024,4,10,197,19
2011-03-02,2,-3,0.0,11.2,2,2,8,06:05 AM,04:55 PM,07:25 AM,06:42 PM,-5,-7,-1,-7,27,19,78,0.0,1029,2,10,194,19
2011-03-03,-1,-3,0.9,10.1,1,1,1,06:30 AM,05:55 PM,07:23 AM,06:43 PM,-6,-7,-2,-7,25,58,76,1.3,1023,-1,10,205,17
2011-03-04,0,-3,0.0,8.6,2,2,0,06:54 AM,06:55 PM,07:21 AM,06:44 PM,-6,-7,-2,-7,25,62,74,0.1,1023,0,10,162,16
2011-03-05,1,-3,0.6,7.1,1,1,0,07:17 AM,07:54 PM,07:20 AM,06:45 PM,-4,-6,-1,-6,31,59,82,1.6,1022,1,9,174,19
2011-03-06,4,-1,0.0,8.6,1,1,6,07:40 AM,08:53 PM,07:18 AM,06:46 PM,-1,-2,2,-2,33,66,85,0.3,1020,4,10,204,19
2011-03-07,2,-3,0.0,10.1,2,2,14,08:03 AM,09:52 PM,07:16 AM,06:48 PM,-3,-4,-1,-4,16,50,81,0.0,1024,2,10,147,10
2011-03-08,5,-1,0.0,10.1,2,2,21,08:30 AM,10:52 PM,07:15 AM,06:49 PM,0,-2,2,-2,28,47,89,0.9,1023,5,9,103,15
2011-03-09,6,1,0.2,5.7,1,1,28,09:00 AM,11:53 PM,07:13 AM,06:50 PM,3,-0,3,-0,32,91,97,6.8,1010,6,7,200,18
2011-03-10,2,-0,0.4,7.2,1,1,36,09:35 AM,No moonset,07:11 AM,06:51 PM,-1,-4,1,-4,30,79,90,0.7,1017,2,7,324,20
2011-03-11,5,-1,0.0,10.1,2,2,43,10:16 AM,12:52 AM,07:10 AM,06:52 PM,-1,-2,2,-2,27,45,84,0.0,1017,5,10,271,16
2011-03-12,5,0,0.0,5.7,1,1,50,11:06 AM,01:50 AM,07:08 AM,06:53 PM,0,-3,3,-3,43,59,86,0.1,1011,5,8,256,27
2011-03-13,3,-3,0.0,11.5,2,2,57,12:03 PM,02:43 AM,07:06 AM,06:55 PM,-3,-4,-0,-4,18,33,82,0.0,1027,3,10,192,12
2011-03-14,3,-1,0.0,11.5,2,2,65,01:08 PM,03:32 AM,07:05 AM,06:56 PM,-2,-3,1,-3,21,20,80,0.0,1029,3,10,58,13
2011-03-15,3,0,0.0,10.1,2,2,72,02:19 PM,04:14 AM,07:03 AM,06:57 PM,-1,-2,2,-2,19,41,85,0.3,1020,3,10,109,12
2011-03-16,11,1,0.0,11.6,3,3,79,03:34 PM,04:51 AM,07:01 AM,06:58 PM,3,3,6,3,30,8,82,0.0,1019,11,10,226,15
2011-03-17,14,6,0.0,5.8,2,2,86,04:50 PM,05:25 AM,07:00 AM,06:59 PM,10,7,10,7,55,63,98,1.1,1012,14,9,204,27
2011-03-18,9,4,0.0,11.6,3,3,94,06:07 PM,05:56 AM,06:58 AM,07:00 PM,5,4,6,4,23,38,89,0.0,1022,9,9,291,12
2011-03-19,6,1,0.0,11.6,2,2,100,07:26 PM,06:26 AM,06:56 AM,07:01 PM,1,2,4,2,20,6,81,0.0,1032,6,10,74,11
2011-03-20,11,4,0.0,6.2,2,2,100,08:44 PM,06:58 AM,06:54 AM,07:03 PM,5,3,7,3,47,73,89,11.1,1022,11,9,145,24
2011-03-21,11,3,0.0,10.3,3,3,84,10:02 PM,07:32 AM,06:53 AM,07:04 PM,6,5,7,5,25,66,94,0.2,1017,11,9,176,14
2011-03-22,4,3,0.0,6.3,1,1,77,11:17 PM,08:10 AM,06:51 AM,07:05 PM,3,-0,4,-0,38,83,95,6.6,1013,4,8,81,23
2011-03-23,5,-1,0.0,6.3,1,1,70,No moonrise,08:55 AM,06:49 AM,07:06 PM,2,-1,3,-1,28,89,95,3.6,1002,5,7,106,18
2011-03-24,-0,-3,0.0,10.3,2,2,63,12:26 AM,09:46 AM,06:47 AM,07:07 PM,-5,-7,-1,-7,28,55,75,0.3,1020,-0,8,24,21
2011-03-25,-0,-3,0.0,10.3,1,1,55,01:28 AM,10:42 AM,06:46 AM,07:08 PM,-7,-6,-2,-6,19,38,65,0.0,1021,-0,10,88,14
2011-03-26,-1,-3,0.0,11.6,2,2,48,02:19 AM,11:43 AM,06:44 AM,07:09 PM,-8,-8,-2,-8,31,34,64,0.0,1022,-1,10,41,23
2011-03-27,0,-3,0.0,11.6,2,2,41,03:02 AM,12:45 PM,06:42 AM,07:10 PM,-8,-7,-2,-7,27,18,62,0.0,1024,0,10,49,19
2011-03-28,0,-3,0.0,11.6,2,2,34,03:38 AM,01:48 PM,06:41 AM,07:12 PM,-7,-6,-1,-6,23,18,64,0.0,1025,0,10,40,16
2011-03-29,3,-1,0.0,10.3,2,2,26,04:08 AM,02:49 PM,06:39 AM,07:13 PM,-7,-3,1,-3,19,46,58,0.0,1026,3,10,53,13
2011-03-30,4,-0,0.0,11.6,2,2,19,04:34 AM,03:49 PM,06:37 AM,07:14 PM,-3,-2,2,-2,22,33,72,0.0,1019,4,10,40,14
2011-03-31,5,-1,0.0,11.6,2,2,15,04:59 AM,04:48 PM,06:35 AM,07:15 PM,-4,-0,2,-0,12,27,65,0.0,1011,5,10,130,7
2011-04-01,5,0,0.0,9.0,2,2,0,05:22 AM,05:47 PM,06:34 AM,07:16 PM,-1,0,3,0,19,50,75,2.1,1005,5,9,216,10
2011-04-02,7,1,0.0,9.0,1,1,0,05:45 AM,06:46 PM,06:32 AM,07:17 PM,2,0,4,0,27,43,87,0.3,1010,7,9,285,15
2011-04-03,15,4,0.0,7.7,3,3,0,06:08 AM,07:46 PM,06:30 AM,07:18 PM,8,7,10,7,51,62,89,16.5,1003,15,8,162,25
2011-04-04,15,4,0.0,7.7,2,2,3,06:34 AM,08:45 PM,06:29 AM,07:19 PM,7,5,8,5,44,79,90,8.0,997,15,8,275,23
2011-04-05,7,1,0.0,10.3,2,2,10,07:03 AM,09:46 PM,06:27 AM,07:21 PM,1,1,4,1,28,28,80,0.2,1009,7,10,268,16
2011-04-06,8,4,0.0,7.8,2,2,18,07:37 AM,10:46 PM,06:25 AM,07:22 PM,5,4,6,4,28,76,94,3.5,1008,8,7,155,14
2011-04-07,6,3,0.0,9.0,2,2,25,08:16 AM,11:44 PM,06:24 AM,07:23 PM,3,2,5,2,25,56,87,0.0,1017,6,9,74,13
2011-04-08,7,3,0.0,6.5,2,2,33,09:03 AM,No moonset,06:22 AM,07:24 PM,5,2,5,2,33,85,94,5.0,1015,7,9,72,19
2011-04-09,12,5,0.0,6.5,2,2,40,09:56 AM,12:37 AM,06:20 AM,07:25 PM,8,6,9,6,28,68,97,1.3,1014,12,9,115,14
2011-04-10,20,13,0.0,9.1,4,4,48,10:57 AM,01:26 AM,06:19 AM,07:26 PM,16,16,16,16,58,55,96,7.7,1003,20,9,190,28
2011-04-11,15,7,0.0,6.6,4,4,56,12:03 PM,02:09 AM,06:17 AM,07:27 PM,9,8,10,8,37,48,90,0.2,1006,15,10,210,18
2011-04-12,8,4,0.0,11.6,3,3,63,01:14 PM,02:47 AM,06:15 AM,07:28 PM,2,3,6,3,26,3,79,0.0,1018,8,9,25,15
2011-04-13,12,3,0.0,11.6,3,3,71,02:26 PM,03:21 AM,06:14 AM,07:29 PM,2,7,8,7,14,16,64,0.0,1019,12,10,127,7
2011-04-14,8,5,0.0,10.3,3,3,78,03:41 PM,03:52 AM,06:12 AM,07:30 PM,3,2,6,2,43,51,84,0.0,1021,8,10,67,25
2011-04-15,8,3,0.0,7.9,2,2,86,04:56 PM,04:22 AM,06:11 AM,07:32 PM,4,1,6,1,54,68,90,7.1,1012,8,9,83,32
2011-04-16,8,2,2.3,6.6,2,2,93,06:13 PM,04:53 AM,06:09 AM,07:33 PM,5,2,6,2,39,78,95,3.4,999,8,7,235,23
2011-04-17,8,1,0.0,11.6,2,2,100,07:32 PM,05:25 AM,06:08 AM,07:34 PM,1,1,5,1,31,21,80,0.1,1010,8,10,264,20
2011-04-18,4,2,0.0,9.1,1,1,100,08:50 PM,06:02 AM,06:06 AM,07:35 PM,1,-2,3,-2,32,75,90,5.3,1014,4,10,48,22
2011-04-19,3,2,0.0,6.7,1,1,84,10:04 PM,06:44 AM,06:04 AM,07:36 PM,2,-2,3,-2,41,97,95,15.7,1010,3,8,56,27
2011-04-20,5,2,0.1,7.9,1,1,77,11:11 PM,07:33 AM,06:03 AM,07:37 PM,2,-1,3,-1,29,69,90,0.6,1016,5,10,295,19
2011-04-21,7,2,0.0,11.6,2,2,69,No moonrise,08:29 AM,06:01 AM,07:38 PM,3,2,5,2,23,38,86,0.3,1027,7,8,190,13
2011-04-22,7,4,0.0,8.4,2,2,61,12:09 AM,09:30 AM,06:00 AM,07:39 PM,5,1,5,1,38,95,95,7.5,1013,7,9,113,22
2011-04-23,13,7,0.0,13.3,3,3,54,12:57 AM,10:34 AM,05:59 AM,07:40 PM,8,7,10,7,39,47,86,0.0,1009,13,9,255,19
2011-04-24,9,6,0.0,12.2,3,3,46,01:37 AM,11:38 AM,05:57 AM,07:41 PM,6,6,8,6,17,57,91,0.6,1016,9,7,118,9
2011-04-25,10,6,0.0,11.0,2,2,39,02:09 AM,12:41 PM,05:56 AM,07:43 PM,6,5,8,5,32,60,89,0.2,1012,10,9,57,16
2011-04-26,13,8,0.0,11.0,4,4,31,02:37 AM,01:42 PM,05:54 AM,07:44 PM,10,8,11,8,56,67,94,5.7,998,13,9,178,27
2011-04-27,11,7,0.0,11.0,2,2,24,03:02 AM,02:41 PM,05:53 AM,07:45 PM,7,6,8,6,24,78,92,5.8,1000,11,7,221,12
2011-04-28,7,4,0.0,11.0,3,3,16,03:26 AM,03:40 PM,05:51 AM,07:46 PM,3,1,5,1,33,64,87,0.4,1005,7,9,259,20
2011-04-29,11,3,0.0,14.0,3,3,9,03:49 AM,04:39 PM,05:50 AM,07:47 PM,4,5,8,5,22,21,81,0.0,1016,11,10,196,12
2011-04-30,15,7,0.0,12.2,4,4,1,04:12 AM,05:38 PM,05:49 AM,07:48 PM,8,8,11,8,54,57,86,0.1,1012,15,10,144,26
2011-05-01,12,8,0.0,13.4,4,4,1,04:37 AM,06:38 PM,05:47 AM,07:49 PM,7,8,10,8,37,57,83,1.6,1013,12,8,247,18
2011-05-02,10,5,0.0,14.0,3,3,0,05:06 AM,07:39 PM,05:46 AM,07:50 PM,4,6,8,6,20,24,74,0.0,1022,10,10,255,11
2011-05-03,7,3,0.0,11.1,2,2,0,05:38 AM,08:39 PM,05:45 AM,07:51 PM,2,2,5,2,21,58,78,0.2,1024,7,9,64,13
2011-05-04,8,2,0.0,14.1,3,3,6,06:16 AM,09:38 PM,05:44 AM,07:52 PM,2,4,6,4,18,17,76,0.0,1028,8,10,164,10
2011-05-05,12,4,0.0,11.1,3,3,13,07:01 AM,10:33 PM,05:42 AM,07:53 PM,6,5,8,5,36,49,84,4.5,1022,12,10,185,18
2011-05-06,13,7,0.0,13.4,4,4,21,07:53 AM,11:24 PM,05:41 AM,07:54 PM,7,9,10,9,27,40,84,3.0,1011,13,9,252,13
2011-05-07,12,7,0.0,12.2,3,3,28,08:51 AM,No moonset,05:40 AM,07:55 PM,8,8,10,8,23,45,86,2.0,1010,12,10,124,11
2011-05-08,13,7,0.0,13.4,3,3,35,09:56 AM,12:08 AM,05:39 AM,07:57 PM,8,8,10,8,27,16,86,0.0,1015,13,10,59,13
2011-05-09,16,9,0.0,12.3,4,4,42,11:03 AM,12:47 AM,05:38 AM,07:58 PM,10,11,13,11,48,39,83,0.0,1013,16,10,120,23
2011-05-10,20,13,0.0,11.1,4,4,50,12:13 PM,01:21 AM,05:36 AM,07:59 PM,16,16,17,16,33,66,93,1.9,1007,20,9,143,16
2011-05-11,21,15,0.0,12.4,4,4,57,01:24 PM,01:52 AM,05:35 AM,08:00 PM,16,17,17,17,26,49,95,18.7,1009,21,7,180,12
2011-05-12,21,13,0.0,14.5,5,5,64,02:36 PM,02:21 AM,05:34 AM,08:01 PM,15,16,17,16,23,49,91,5.2,1009,21,7,200,11
2011-05-13,16,7,0.0,11.3,3,3,71,03:51 PM,02:50 AM,05:33 AM,08:02 PM,11,11,12,11,34,48,94,9.4,1006,16,8,94,18
2011-05-14,8,6,0.0,9.2,2,2,79,05:06 PM,03:21 AM,05:32 AM,08:03 PM,6,3,7,3,46,100,97,4.0,1006,8,9,95,27
2011-05-15,7,5,0.0,9.2,2,2,86,06:22 PM,03:55 AM,05:31 AM,08:04 PM,5,1,6,1,49,84,93,7.4,1010,7,9,15,30
2011-05-16,8,3,0.0,14.5,3,3,93,07:38 PM,04:33 AM,05:30 AM,08:05 PM,2,2,6,2,36,3,78,0.0,1016,8,10,9,22
2011-05-17,10,5,0.0,12.4,3,3,100,08:49 PM,05:19 AM,05:29 AM,08:06 PM,4,4,7,4,35,41,81,0.3,1015,10,10,15,18
2011-05-18,10,7,0.0,10.3,2,2,100,09:53 PM,06:12 AM,05:28 AM,08:07 PM,8,6,8,6,22,79,95,0.5,1012,10,7,22,11
2011-05-19,14,8,0.0,10.3,3,3,85,10:47 PM,07:12 AM,05:27 AM,08:08 PM,10,10,11,10,19,86,97,0.5,1015,14,3,152,9
2011-05-20,15,8,0.0,13.5,4,4,78,11:31 PM,08:16 AM,05:26 AM,08:09 PM,11,12,12,12,14,40,94,0.0,1017,15,6,169,7
2011-05-21,17,11,0.0,14.5,4,4,70,No moonrise,09:23 AM,05:26 AM,08:09 PM,13,14,15,14,34,26,92,4.1,1012,17,10,144,16
2011-05-22,21,14,0.0,13.5,5,5,63,12:07 AM,10:27 AM,05:25 AM,08:10 PM,16,17,18,17,45,22,91,8.5,1007,21,8,175,22
2011-05-23,19,14,0.0,14.5,5,5,56,12:38 AM,11:31 AM,05:24 AM,08:11 PM,14,16,16,16,39,26,87,3.3,1003,19,9,232,19
2011-05-24,13,7,0.0,13.5,4,4,49,01:04 AM,12:31 PM,05:23 AM,08:12 PM,9,9,11,9,29,41,89,0.7,1010,13,8,65,16
2011-05-25,16,7,0.0,11.4,3,3,41,01:29 AM,01:31 PM,05:22 AM,08:13 PM,11,9,11,9,35,64,96,11.1,1005,16,9,90,17
2011-05-26,8,5,0.0,10.4,2,2,34,01:52 AM,02:29 PM,05:22 AM,08:14 PM,5,2,7,2,49,77,91,9.3,1009,8,8,96,31
2011-05-27,10,5,0.0,13.5,3,3,27,02:15 AM,03:29 PM,05:21 AM,08:15 PM,6,6,8,6,26,34,87,0.0,1014,10,10,50,15
2011-05-28,14,9,0.0,11.4,4,4,19,02:40 AM,04:28 PM,05:21 AM,08:16 PM,11,11,12,11,26,48,92,2.1,1010,14,10,158,13
2011-05-29,20,15,0.0,11.4,5,5,12,03:07 AM,05:29 PM,05:20 AM,08:17 PM,13,17,17,17,28,61,80,2.4,1014,20,9,172,13
2011-05-30,19,15,0.0,12.4,5,5,5,03:38 AM,06:29 PM,05:19 AM,08:17 PM,14,16,17,16,30,62,82,7.1,1013,19,9,178,15
2011-05-31,22,17,0.0,14.5,5,5,1,04:14 AM,07:30 PM,05:19 AM,08:18 PM,17,19,20,19,47,13,88,13.0,1017,22,9,213,22
2011-06-01,19,14,0.0,14.5,5,5,0,04:57 AM,08:27 PM,05:18 AM,08:19 PM,12,16,16,16,36,3,77,0.0,1022,19,10,263,17
2011-06-02,15,11,0.0,14.5,4,4,2,05:47 AM,09:20 PM,05:18 AM,08:20 PM,10,12,13,12,28,13,82,0.0,1022,15,10,108,14
2011-06-03,22,13,0.0,13.5,5,5,10,06:44 AM,10:07 PM,05:17 AM,08:20 PM,16,18,19,18,39,33,87,0.1,1018,22,10,154,19
2011-06-04,23,16,0.0,13.5,4,4,17,07:48 AM,10:48 PM,05:17 AM,08:21 PM,18,19,19,19,30,28,95,4.5,1016,23,8,169,14
2011-06-05,19,14,0.0,14.5,5,5,25,08:56 AM,11:24 PM,05:17 AM,08:22 PM,14,17,17,17,13,11,84,0.4,1018,19,9,92,6
2011-06-06,23,14,0.0,14.5,5,5,32,10:05 AM,11:55 PM,05:16 AM,08:22 PM,16,19,20,19,33,7,82,2.5,1013,23,10,176,16
2011-06-07,24,18,0.0,14.5,6,6,40,11:15 AM,No moonset,05:16 AM,08:23 PM,19,20,21,20,40,4,93,0.0,1011,24,10,224,19
2011-06-08,23,18,0.0,14.5,5,5,48,12:26 PM,12:24 AM,05:16 AM,08:24 PM,17,20,21,20,42,15,84,0.0,1010,23,10,217,20
2011-06-09,19,9,0.0,11.5,3,3,55,01:38 PM,12:53 AM,05:16 AM,08:24 PM,11,11,12,11,41,50,89,2.6,1015,19,7,119,22
2011-06-10,17,9,0.0,9.4,3,3,63,02:50 PM,01:22 AM,05:15 AM,08:25 PM,12,12,13,12,22,68,94,2.2,1014,17,8,98,11
2011-06-11,12,9,0.0,10.5,3,3,70,04:04 PM,01:53 AM,05:15 AM,08:25 PM,11,11,12,11,19,78,96,0.0,1013,12,4,191,10
2011-06-12,12,8,0.0,14.5,3,3,78,05:18 PM,02:28 AM,05:15 AM,08:26 PM,8,9,10,9,22,28,90,0.0,1019,12,8,12,11
2011-06-13,16,10,0.0,14.5,4,4,85,06:29 PM,03:10 AM,05:15 AM,08:26 PM,9,12,13,12,24,11,78,0.0,1020,16,10,48,12
2011-06-14,18,11,0.0,14.5,4,4,93,07:36 PM,03:58 AM,05:15 AM,08:27 PM,11,14,15,14,29,12,78,0.0,1016,18,10,93,14
2011-06-15,17,13,0.0,11.5,3,3,100,08:34 PM,04:55 AM,05:15 AM,08:27 PM,14,14,15,14,40,54,94,8.5,1008,17,9,150,19
2011-06-16,19,14,0.0,12.5,4,4,100,09:23 PM,05:57 AM,05:15 AM,08:27 PM,15,16,16,16,22,38,90,3.1,1008,19,8,207,11
2011-06-17,21,14,0.0,14.5,5,5,85,10:03 PM,07:04 AM,05:15 AM,08:28 PM,16,18,19,18,19,6,87,3.1,1010,21,10,112,9
2011-06-18,21,14,0.0,14.5,5,5,77,10:36 PM,08:10 AM,05:15 AM,08:28 PM,17,18,18,18,19,32,93,1.5,1010,21,6,98,9
2011-06-19,21,17,0.0,13.5,4,4,69,11:05 PM,09:15 AM,05:15 AM,08:28 PM,18,19,19,19,15,55,93,10.3,1008,21,7,151,7
2011-06-20,20,17,0.0,10.5,4,4,62,11:31 PM,10:18 AM,05:16 AM,08:29 PM,18,18,18,18,27,83,98,2.4,1007,20,5,154,13
2011-06-21,23,19,0.0,13.5,6,6,54,11:55 PM,11:19 AM,05:16 AM,08:29 PM,20,21,22,21,39,46,94,2.1,1005,23,9,174,18
2011-06-22,19,16,0.0,13.5,5,5,47,No moonrise,12:18 PM,05:16 AM,08:29 PM,16,18,18,18,41,56,91,0.8,1003,19,9,202,20
2011-06-23,18,16,0.0,9.5,4,4,39,12:18 AM,01:18 PM,05:16 AM,08:29 PM,16,17,17,17,37,86,94,1.5,1002,18,8,238,19
2011-06-24,16,14,0.0,10.5,4,4,32,12:42 AM,02:17 PM,05:17 AM,08:29 PM,14,15,15,15,24,66,92,0.1,1008,16,10,287,13
2011-06-25,19,14,0.0,14.5,5,5,24,01:08 AM,03:17 PM,05:17 AM,08:29 PM,15,17,17,17,16,22,84,0.0,1014,19,9,155,8
2011-06-26,21,16,0.0,14.5,5,5,17,01:37 AM,04:17 PM,05:17 AM,08:30 PM,16,19,20,19,19,10,81,0.0,1014,21,10,124,10
2011-06-27,23,17,0.0,12.5,6,6,9,02:11 AM,05:18 PM,05:18 AM,08:30 PM,17,21,22,21,24,56,81,2.8,1012,23,9,196,13
2011-06-28,21,16,0.0,14.5,5,5,2,02:50 AM,06:16 PM,05:18 AM,08:30 PM,16,19,20,19,24,13,85,0.0,1015,21,8,302,12
2011-06-29,22,15,0.0,14.5,5,5,0,03:38 AM,07:12 PM,05:18 AM,08:30 PM,17,20,21,20,16,2,83,0.0,1018,22,10,122,8
2011-06-30,24,16,0.0,14.5,6,6,0,04:33 AM,08:02 PM,05:19 AM,08:29 PM,18,21,22,21,26,22,84,0.5,1016,24,9,175,12
2011-07-01,24,19,0.0,13.5,6,6,0,05:36 AM,08:46 PM,05:19 AM,08:29 PM,19,21,23,21,41,34,89,1.4,1015,24,10,184,20
2011-07-02,27,21,0.0,13.5,6,6,6,06:43 AM,09:24 PM,05:20 AM,08:29 PM,22,26,26,24,32,29,93,0.8,1014,27,9,181,15
2011-07-03,23,18,0.0,14.5,6,6,13,07:54 AM,09:58 PM,05:20 AM,08:29 PM,18,21,22,21,19,17,83,0.0,1015,23,9,97,9
2011-07-04,24,17,0.0,14.5,6,6,20,09:05 AM,10:28 PM,05:21 AM,08:29 PM,16,22,23,22,11,13,70,0.0,1015,24,10,60,6
2011-07-05,27,17,0.0,14.5,6,6,27,10:17 AM,10:57 PM,05:22 AM,08:28 PM,19,25,25,23,17,3,77,0.0,1015,27,10,219,8
2011-07-06,25,19,0.0,14.5,6,6,35,11:29 AM,11:26 PM,05:22 AM,08:28 PM,19,22,24,22,19,15,82,0.0,1015,25,10,182,10
2011-07-07,23,18,0.0,14.5,6,6,42,12:40 PM,11:56 PM,05:23 AM,08:28 PM,18,21,22,21,17,14,83,0.0,1014,23,10,68,9
